,CB Link ID,Borough,Latitude,Longitude,Project Status,Active_date,Install_date,neighborhood,Census Tract (CT),IxN Corner,Location,year
1182,LINK-014614,Manhattan,40.751296,-73.971534,Live,2018-05-24,2018-02-17,Turtle Bay-East Midtown,1009000.0,NW,"(40.75129568, -73.9715336)",2018
1183,LINK-000638,Manhattan,40.743384,-73.982039,Live,2017-04-14,2017-01-28,Murray Hill-Kips Bay,1007200.0,NW,"(40.74338446, -73.98203855)",2017
1184,LINK-011109,Manhattan,40.72922,-73.983979,Live,2017-10-06,2017-08-12,East Village,1003400.0,SW,"(40.72921987, -73.98397945)",2017
1185,LINK-000872,Manhattan,40.762987,-73.974254,Live,2017-07-12,2017-06-10,Midtown-Midtown South,1011201.0,SW,"(40.76298745, -73.97425395)",2017
1186,LINK-003352,Manhattan,40.762366,-73.982552,Live,2016-11-10,2016-10-15,Midtown-Midtown South,1013100.0,SE,"(40.762366, -73.982552)",2016
1187,LINK-005877,Manhattan,40.824578,-73.952134,Live,2016-07-20,2016-07-08,Hamilton Heights,1022500.0,SW,"(40.824578, -73.952134)",2016
1188,LINK-001113,Queens,40.699841,-73.830932,Live,2017-06-06,2017-05-12,Richmond Hill,4012200.0,SW,"(40.69984112, -73.83093211)",2017
1189,LINK-013526,Queens,40.769096,-73.912837,Live,2019-01-15,2018-06-14,Astoria,4006502.0,SE,"(40.76909552, -73.912837)",2018
1190,LINK-010633,Manhattan,40.784612,-73.973407,Live,2020-12-03,2018-04-30,Upper West Side,1016900.0,NE,"(40.78461205, -73.97340729)",2018
1191,LINK-000836,Manhattan,40.767655,-73.961971,Live,2016-03-29,2016-02-27,Lenox Hill-Roosevelt Island,1011800.0,SE,"(40.767655, -73.961971)",2016
1192,LINK-012235,Manhattan,40.716652,-73.997646,Live,2016-12-14,2016-09-14,Chinatown,1002900.0,SE,"(40.71665239, -73.99764592)",2016
1193,LINK-000450,Manhattan,40.741621,-74.001321,Live,2017-06-28,2017-05-26,Hudson Yards-Chelsea-Flatiron-Union Square,1008300.0,SW,"(40.74162142, -74.00132086)",2017
1195,LINK-010713,Manhattan,40.714508,-73.99249,Live,2017-06-21,2017-04-02,Chinatown,1001600.0,NE,"(40.71450806, -73.99248961)",2017
1196,LINK-012923,Manhattan,40.76777,-73.955691,Live,2018-01-03,2017-09-28,Lenox Hill-Roosevelt Island,1012400.0,NE,"(40.76777013, -73.95569057)",2017
1197,LINK-014595,Bronx,40.840248,-73.918194,Live,2017-07-13,2017-06-10,Highbridge,2021900.0,SW,"(40.840248, -73.918194)",2017
1199,LINK-022685,Queens,40.749459,-73.886455,Live,2018-04-12,2018-03-09,Jackson Heights,4028500.0,MIDBLOCK,"(40.74945855, -73.88645545)",2018
1200,LINK-021157,Brooklyn,40.7099,-73.96244,Live,2019-01-29,2018-06-05,North Side-South Side,3054900.0,SW,"(40.7099, -73.96244)",2018
1201,LINK-000990,Manhattan,40.786519,-73.977765,Live,2017-08-18,2017-06-17,Upper West Side,1017100.0,NE,"(40.78651948, -73.97776529)",2017
1202,LINK-002067,Manhattan,40.829341,-73.947647,Live,2018-03-12,2017-10-28,Hamilton Heights,1023300.0,SE,"(40.82934138, -73.94764707)",2017
1203,LINK-000274,Manhattan,40.740989,-73.981732,Live,2017-07-19,2017-05-13,Gramercy,1006800.0,NW,"(40.74098927, -73.98173228)",2017
1204,LINK-021162,Brooklyn,40.716431,-73.961287,Live,2018-02-01,2017-11-22,North Side-South Side,3055300.0,SE,"(40.71643057, -73.96128653)",2017
1205,LINK-009081,Brooklyn,40.689026,-73.980862,Live,2017-07-25,2017-02-13,Fort Greene,3003300.0,NE,"(40.689026, -73.980862)",2017
1206,LINK-013063,Manhattan,40.820796,-73.943285,Live,2016-12-16,2016-11-14,Central Harlem North-Polo Grounds,1023000.0,SE,"(40.82079611, -73.94328498)",2016
1207,LINK-012730,Manhattan,40.730672,-73.989247,Live,2018-03-29,2017-07-29,East Village,1004200.0,SW,"(40.7306716, -73.98924679)",2017
1208,LINK-010981,Queens,40.767307,-73.922111,Live,2018-01-10,2017-10-19,Old Astoria,4007100.0,SE,"(40.76730678, -73.92211147)",2017
1210,LINK-019773,Queens,40.721177,-73.845607,Live,2018-01-16,2017-09-30,Forest Hills,4071100.0,MIDBLOCK,"(40.72117684, -73.84560657)",2017
1211,LINK-000930,Manhattan,40.774646,-73.9824,Live,2016-07-19,2016-04-16,Lincoln Square,1015300.0,SW,"(40.77464584, -73.98239982)",2016
1212,LINK-013880,Manhattan,40.737886,-73.996604,Live,2019-01-17,2018-05-12,Hudson Yards-Chelsea-Flatiron-Union Square,1008100.0,SW,"(40.73788645, -73.9966041)",2018
1213,LINK-011110,Manhattan,40.723807,-73.988224,Live,2018-02-09,2017-08-26,East Village,1003602.0,SW,"(40.72380705, -73.98822418)",2017
1214,LINK-000902,Manhattan,40.792297,-73.943988,Live,2016-06-15,2016-05-20,East Harlem South,1017000.0,NE,"(40.7922967, -73.94398813)",2016
1216,LINK-014181_Old,Manhattan,40.789445,-73.973867,Live,2017-05-24,2017-04-15,Upper West Side,1017500.0,SW,"(40.78944465, -73.9738668)",2017
1217,LINK-001481,Manhattan,40.789424,-73.975391,Live,2018-04-11,2017-11-22,Upper West Side,1017500.0,SE,"(40.789424, -73.975391)",2017
1218,LINK-021284,Brooklyn,40.72329,-73.952603,Live,2018-04-10,2017-12-08,Greenpoint,3056900.0,SW,"(40.72329009, -73.95260309)",2017
1219,LINK-010798,Manhattan,40.777377,-73.978444,Live,2018-06-05,2018-02-26,Lincoln Square,1015700.0,NE,"(40.77737709, -73.97844368)",2018
1220,LINK-006028,Manhattan,40.799659,-73.938923,Live,2018-05-17,2018-04-10,East Harlem North,1018200.0,SW,"(40.79965855, -73.9389231)",2018
1221,LINK-000568,Manhattan,40.759937,-73.987972,Live,2016-07-20,2016-07-13,Clinton,1012700.0,NW,"(40.75993686, -73.98797229)",2016
1222,LINK-000339,Manhattan,40.756505,-73.970111,Live,2016-03-08,2016-02-08,Turtle Bay-East Midtown,1009800.0,NE,"(40.75650489, -73.97011147)",2016
1223,LINK-001774,Bronx,40.867829,-73.899576,Live,2016-07-19,2016-07-01,Kingsbridge Heights,2026500.0,SW,"(40.86782871, -73.8995757)",2016
1224,LINK-010982,Manhattan,40.80069,-73.961946,Live,2018-04-20,2018-02-08,Morningside Heights,1019300.0,NW,"(40.80069, -73.96194569)",2018
1225,LINK-001556,Manhattan,40.798954,-73.968326,Live,2016-07-07,2016-06-17,Upper West Side,1019100.0,SE,"(40.798954, -73.968326)",2016
1226,LINK-010721,Manhattan,40.731887,-74.001194,Live,2018-07-25,2018-04-14,West Village,1007100.0,NW,"(40.73188717, -74.00119407)",2018
1227,LINK-011912,Queens,40.763621,-73.914259,Live,2017-06-26,2017-05-06,Astoria,4014700.0,NW,"(40.763621, -73.914259)",2017
1228,LINK-011095,Manhattan,40.743097,-73.992812,Live,2018-05-24,2018-02-12,Hudson Yards-Chelsea-Flatiron-Union Square,1009100.0,NW,"(40.7430973, -73.9928116)",2018
1229,LINK-001078,Brooklyn,40.660852,-73.960581,Live,2017-03-07,2017-02-17,Prospect Lefferts Gardens-Wingate,3079801.0,SE,"(40.660852, -73.960581)",2017
1230,LINK-010741,Manhattan,40.783825,-73.974249,Live,2018-04-04,2018-02-09,Upper West Side,1016500.0,SW,"(40.78382538, -73.9742489)",2018
1231,LINK-000553,Manhattan,40.764823,-73.984099,Live,2016-03-30,2016-03-10,Midtown-Midtown South,1013700.0,NE,"(40.76482318, -73.98409944)",2016
1232,LINK-000987,Manhattan,40.786223,-73.977993,Live,2016-04-27,2016-04-06,Upper West Side,1017100.0,SE,"(40.78622273, -73.97799347)",2016
1233,LINK-013104,Manhattan,40.821828,-73.939286,Live,2017-09-12,2017-07-19,Central Harlem North-Polo Grounds,1023200.0,NW,"(40.821828, -73.939286)",2017
1234,LINK-010914,Manhattan,40.852257,-73.931452,Live,2018-03-29,2017-12-01,Washington Heights North,1026900.0,SE,"(40.85225684, -73.93145198)",2017
1235,LINK-008230,Manhattan,40.71792,-73.99494,Live,2016-09-19,2016-08-11,Chinatown,1001600.0,MIDBLOCK,"(40.71791958, -73.99494009)",2016
1236,LINK-001791,Bronx,40.818676,-73.928165,Live,2017-07-19,2017-06-10,West Concourse,2006300.0,SE,"(40.818676, -73.928165)",2017
1237,LINK-011115,Queens,40.749112,-73.870624,Live,2017-09-08,2017-07-22,Jackson Heights,4027300.0,NW,"(40.7491117, -73.87062416)",2017
1239,LINK-007150,Manhattan,40.763616,-73.984987,Live,2016-11-16,2016-10-01,Midtown-Midtown South,1013100.0,NE,"(40.76361577, -73.98498723)",2016
1240,LINK-011738,Manhattan,40.854358,-73.92992,Live,2018-03-09,2017-12-12,Washington Heights North,1027700.0,NE,"(40.85435846, -73.92992035)",2017
1241,LINK-001600,Manhattan,40.802126,-73.967493,Live,2016-07-08,2016-05-20,Morningside Heights,1019500.0,NE,"(40.802126, -73.967493)",2016
1242,LINK-000473,Manhattan,40.745443,-73.998619,Live,2016-06-24,2016-05-25,Hudson Yards-Chelsea-Flatiron-Union Square,1009300.0,NW,"(40.74544348, -73.99861909)",2016
1243,LINK-020548,Bronx,40.807108,-73.918343,Live,2018-07-11,2018-02-12,Mott Haven-Port Morris,2002500.0,MIDBLOCK,"(40.80710778, -73.91834301)",2018
1244,LINK-018189,Manhattan,40.818868,-73.95187,Live,2018-05-21,2018-02-03,Manhattanville,1021703.0,MIDBLOCK,"(40.81886798, -73.95187039)",2018
1245,LINK-001009,Brooklyn,40.699342,-73.992187,Live,2017-02-13,2016-12-15,Brooklyn Heights-Cobble Hill,3000100.0,SW,"(40.69934194, -73.99218679)",2016
1246,LINK-000043,Brooklyn,40.673534,-73.982789,Live,2017-08-15,2017-06-27,Park Slope-Gowanus,3013500.0,NW,"(40.673534, -73.982789)",2017
1247,LINK-000569,Manhattan,40.75967,-73.987786,Live,2016-04-06,2016-03-12,Midtown-Midtown South,1011900.0,SE,"(40.75966968, -73.98778563)",2016
1248,LINK-013777,Manhattan,40.759149,-73.965162,Live,2018-06-05,2018-02-24,Turtle Bay-East Midtown,1010800.0,SE,"(40.75914915, -73.96516242)",2018
1249,LINK-012645,Manhattan,40.768262,-73.989043,Live,2018-01-05,2017-09-23,Clinton,1013900.0,SE,"(40.76826158, -73.98904337)",2017
1250,LINK-010171,Manhattan,40.759205,-73.97699,Live,2018-02-15,2017-02-11,Midtown-Midtown South,1010400.0,SW,"(40.7592052, -73.97699037)",2017
1251,LINK-001045,Brooklyn,40.659902,-73.998822,Live,2017-04-13,2017-03-03,Sunset Park West,3010100.0,SW,"(40.659902, -73.998822)",2017
1252,LINK-006039,Manhattan,40.833447,-73.94174,Live,2016-07-21,2016-07-15,Washington Heights South,1024100.0,SW,"(40.833447, -73.94174)",2016
1253,LINK-011626,Brooklyn,40.65159,-73.932187,Live,2018-07-24,2017-11-17,East Flatbush-Farragut,3086000.0,SE,"(40.65159, -73.932187)",2017
1254,LINK-018222,Bronx,40.815039,-73.929885,Live,2017-06-28,2017-04-22,West Concourse,2006300.0,MIDBLOCK,"(40.81503931, -73.92988537)",2017
1255,LINK-008843,Manhattan,40.747737,-73.984833,Live,2017-03-23,2017-01-29,Midtown-Midtown South,1007400.0,NE,"(40.74773664, -73.98483344)",2017
1256,LINK-018386,Staten Island,40.576811,-74.103565,Live,2017-02-28,2017-02-19,New Dorp-Midland Beach,5011402.0,NW,"(40.57681082, -74.10356538)",2017
1257,LINK-013805,Manhattan,40.754311,-73.98833,Live,2017-01-18,2016-11-12,Midtown-Midtown South,1011300.0,NW,"(40.75431145, -73.98833004)",2016
1258,LINK-003308,Manhattan,40.758022,-73.985832,Live,2018-05-16,2017-11-14,Midtown-Midtown South,1011900.0,SW,"(40.758022, -73.985832)",2017
1259,LINK-000108,Manhattan,40.767008,-73.981859,Live,2017-07-20,2017-05-26,Midtown-Midtown South,1013700.0,SW,"(40.76700781, -73.98185929)",2017
1260,LINK-000025,Brooklyn,40.632135,-73.946781,Live,2018-06-18,2018-03-04,Flatbush,3078600.0,NE,"(40.63213478, -73.94678067)",2018
1261,LINK-000937,Manhattan,40.776311,-73.981937,Live,2016-10-28,2016-09-08,Lincoln Square,1015300.0,NE,"(40.77631103, -73.98193739)",2016
1262,LINK-005213,Manhattan,40.82096,-73.950863,Live,2016-12-02,2016-10-26,Hamilton Heights,1022500.0,NW,"(40.82096, -73.950863)",2016
1263,LINK-000309,Manhattan,40.749341,-73.975186,Live,2016-10-26,2016-09-17,Turtle Bay-East Midtown,1008800.0,SE,"(40.74934112, -73.97518642)",2016
1264,LINK-000464,Manhattan,40.74426,-73.999398,Live,2016-04-06,2016-03-16,Hudson Yards-Chelsea-Flatiron-Union Square,1008900.0,NW,"(40.74426003, -73.99939787)",2016
1265,LINK-018041,Queens,40.726695,-73.853929,Live,2017-07-12,2017-05-20,Forest Hills,4071306.0,SE,"(40.726695, -73.853929)",2017
1266,LINK-012796,Manhattan,40.746251,-73.990506,Live,2017-12-04,2017-09-24,Midtown-Midtown South,1009500.0,NW,"(40.7462509, -73.99050599)",2017
1267,LINK-000193,Manhattan,40.736201,-73.993601,Live,2017-08-30,2017-07-29,Hudson Yards-Chelsea-Flatiron-Union Square,1005400.0,NW,"(40.73620058, -73.99360102)",2017
1268,LINK-013843,Manhattan,40.73864,-73.996057,Live,2018-04-04,2018-02-04,Hudson Yards-Chelsea-Flatiron-Union Square,1008100.0,SW,"(40.73863995, -73.99605667)",2018
1269,LINK-010784,Manhattan,40.801498,-73.961082,Live,2018-04-20,2018-01-25,Morningside Heights,1019300.0,SE,"(40.80149765, -73.96108153)",2018
1271,LINK-003015,Manhattan,40.731157,-73.985928,Live,2016-09-13,2016-07-08,East Village,1004000.0,NW,"(40.73115701, -73.98592802)",2016
1272,LINK-012782,Manhattan,40.788832,-73.970335,Live,2018-05-21,2018-02-26,Upper West Side,1017300.0,SE,"(40.78883163, -73.9703352)",2018
1273,LINK-000487,Manhattan,40.766963,-73.982853,Live,2016-07-21,2016-07-19,Clinton,1013900.0,NW,"(40.76696325, -73.98285321)",2016
1274,LINK-000320,Manhattan,40.751497,-73.973765,Live,2016-07-21,2016-07-19,Turtle Bay-East Midtown,1008800.0,NE,"(40.751497, -73.973765)",2016
1275,LINK-000173,Manhattan,40.762593,-73.983077,Live,2016-10-28,2016-10-01,Midtown-Midtown South,1013100.0,SW,"(40.7625933, -73.9830769)",2016
1276,LINK-011138,Manhattan,40.737088,-73.981368,Live,2017-12-05,2017-09-28,Gramercy,1006400.0,SW,"(40.737088, -73.9813679)",2017
1277,LINK-001115,Queens,40.700864,-73.826551,Live,2017-06-06,2017-05-06,Richmond Hill,4014201.0,NW,"(40.70086445, -73.82655102)",2017
1278,LINK-012130,Bronx,40.813367,-73.919625,Live,2018-04-13,2017-12-12,Mott Haven-Port Morris,2004300.0,SE,"(40.813367, -73.91962478)",2017
1279,LINK-014015,Manhattan,40.731219,-73.982827,Live,2017-10-06,2017-08-12,East Village,1004000.0,SW,"(40.73121904, -73.982827)",2017
1280,LINK-010650,Manhattan,40.756298,-73.963978,Live,2019-01-23,2018-04-18,Turtle Bay-East Midtown,1010601.0,NE,"(40.75629836, -73.96397801)",2018
1281,LINK-012369,Manhattan,40.777241,-73.978629,Live,2020-12-02,2018-05-31,Lincoln Square,1015700.0,SE,"(40.77724121, -73.9786294)",2018
1282,LINK-013718,Manhattan,40.738052,-73.981055,Live,2017-07-19,2017-03-11,Gramercy,1006400.0,NW,"(40.73805173, -73.98105517)",2017
1283,LINK-000537,Manhattan,40.739846,-74.002305,Live,2016-04-07,2016-03-29,Hudson Yards-Chelsea-Flatiron-Union Square,1008100.0,NE,"(40.739846, -74.002305)",2016
1284,LINK-012790,Manhattan,40.753751,-73.96597,Live,2019-01-25,2018-05-07,Turtle Bay-East Midtown,1008603.0,SE,"(40.75375106, -73.96597025)",2018
1285,LINK-013690,Manhattan,40.780148,-73.976932,Live,2018-06-05,2018-02-09,Upper West Side,1016100.0,NW,"(40.78014761, -73.97693216)",2018
1286,LINK-007636,Manhattan,40.755043,-73.968552,Live,2018-02-15,2017-10-28,Turtle Bay-East Midtown,1009800.0,NW,"(40.75504319, -73.96855237)",2017
1287,LINK-000779,Queens,40.743559,-73.953739,Live,2018-03-14,2017-12-15,Hunters Point-Sunnyside-West Maspeth,4000700.0,NE,"(40.74355856, -73.95373886)",2017
1288,LINK-018138,Queens,40.733889,-73.872709,Live,2017-03-20,2017-03-04,Elmhurst,4047500.0,SE,"(40.73388902, -73.87270949)",2017
1289,LINK-000868,Manhattan,40.777561,-73.954752,Live,2016-04-15,2016-02-26,Yorkville,1014601.0,NE,"(40.777561, -73.954752)",2016
1290,LINK-007136,Queens,40.742919,-73.952127,Live,2017-03-24,2017-03-04,Hunters Point-Sunnyside-West Maspeth,4000700.0,NW,"(40.74291934, -73.95212666)",2017
1291,LINK-005208,Manhattan,40.815594,-73.954507,Live,2017-06-14,2016-11-19,Manhattanville,1021303.0,SE,"(40.81559377, -73.95450726)",2016
1292,LINK-001827,Queens,40.715758,-73.833513,Live,2016-07-29,2016-07-20,Forest Hills,4076902.0,SW,"(40.715758, -73.833513)",2016
1293,LINK-011029,Bronx,40.807378,-73.917,Live,2018-07-02,2018-02-25,Mott Haven-Port Morris,2002702.0,SE,"(40.80737752, -73.91700042)",2018
1295,LINK-020984,Queens,40.762564,-73.919579,Live,2018-03-08,2017-12-15,Astoria,4006300.0,NW,"(40.762564, -73.919579)",2017
1296,LINK-006987,Queens,40.711072,-73.82816,Live,2017-04-05,2017-03-11,Kew Gardens,4021600.0,NE,"(40.711072, -73.82816)",2017
1297,LINK-005779,Brooklyn,40.672748,-73.962694,Live,2018-02-14,2017-12-02,Prospect Heights,3021500.0,NE,"(40.672748, -73.962694)",2017
1298,LINK-000989,Manhattan,40.786207,-73.977698,Live,2016-04-27,2016-03-29,Upper West Side,1017100.0,SE,"(40.786207, -73.977698)",2016
1299,LINK-013628,Queens,40.761897,-73.92505,Live,2017-05-17,2017-03-25,Astoria,4006100.0,NE,"(40.76189688, -73.92505031)",2017
1300,LINK-000826,Manhattan,40.763037,-73.965653,Live,2016-03-29,2016-02-27,Upper East Side-Carnegie Hill,1011402.0,NW,"(40.763037, -73.965653)",2016
1301,LINK-003231,Manhattan,40.728756,-73.987914,Live,2018-02-09,2017-09-16,East Village,1003800.0,NW,"(40.72875565, -73.98791444)",2017
1302,LINK-014485,Bronx,40.862347,-73.893894,Live,2017-06-21,2016-12-06,Bedford Park-Fordham North,2039901.0,MIDBLOCK,"(40.86234731, -73.8938944)",2016
1303,LINK-000942,Manhattan,40.777137,-73.981904,Live,2016-07-19,2016-04-19,Lincoln Square,1015700.0,NE,"(40.77713717, -73.98190427)",2016
1304,LINK-011415,Queens,40.755764,-73.912336,Live,2017-05-18,2017-04-22,Astoria,4016100.0,SW,"(40.755764, -73.912336)",2017
1305,LINK-012621,Manhattan,40.800093,-73.968295,Live,2018-09-19,2017-12-06,Upper West Side,1019100.0,MIDBLOCK,"(40.80009304, -73.9682952)",2017
1307,LINK-013162,Manhattan,40.816446,-73.942649,Live,2017-01-11,2016-10-29,Central Harlem North-Polo Grounds,1022800.0,SE,"(40.81644556, -73.94264858)",2016
1308,LINK-008303,Manhattan,40.728126,-73.985083,Live,2017-06-05,2017-04-02,East Village,1003800.0,SW,"(40.728126, -73.985083)",2017
1309,LINK-010933,Manhattan,40.802984,-73.967855,Live,2016-10-25,2016-10-08,Morningside Heights,1019500.0,SW,"(40.80298423, -73.96785533)",2016
1310,LINK-011086,Queens,40.747059,-73.88882,Live,2017-08-30,2017-07-08,Elmhurst,4026700.0,SW,"(40.74705911, -73.8888199)",2017
1311,LINK-019377,Staten Island,40.564789,-74.115318,Live,2017-02-28,2017-02-19,Oakwood-Oakwood Beach,5012806.0,NE,"(40.564789, -74.115318)",2017
1313,LINK-020772,Brooklyn,40.711079,-73.943732,Live,2017-08-10,2017-06-27,East Williamsburg,3049500.0,NE,"(40.7110789, -73.94373207)",2017
1314,LINK-014625,Manhattan,40.746651,-73.974686,Live,2018-05-17,2018-03-18,Murray Hill-Kips Bay,1007800.0,SW,"(40.74665132, -73.97468574)",2018
1315,LINK-010930,Manhattan,40.844689,-73.937259,Live,2018-10-11,2018-02-17,Washington Heights South,1026300.0,SW,"(40.84468912, -73.93725917)",2018
1316,LINK-005422,Bronx,40.818886,-73.929213,Live,2016-11-08,2016-08-27,West Concourse,2006300.0,SE,"(40.81888599, -73.92921294)",2016
1317,LINK-010870,Manhattan,40.738798,-74.005285,Live,2018-11-09,2018-03-04,West Village,1007700.0,NE,"(40.73879783, -74.00528546)",2018
1318,LINK-012291,Manhattan,40.766683,-73.99021,Live,2018-05-16,2017-11-14,Clinton,1013300.0,NE,"(40.76668319, -73.9902101)",2017
1319,LINK-010271,Manhattan,40.855416,-73.929403,Live,2018-02-20,2017-12-01,Washington Heights North,1027900.0,SW,"(40.85541608, -73.92940254)",2017
1320,LINK-011473,Manhattan,40.802368,-73.956762,Live,2016-12-14,2016-11-17,Central Harlem South,1021600.0,SE,"(40.80236833, -73.95676156)",2016
1321,LINK-020569,Bronx,40.819394,-73.916163,Live,2018-05-02,2018-03-04,Melrose South-Mott Haven North,2006700.0,SW,"(40.81939415, -73.91616313)",2018
1322,LINK-006031,Manhattan,40.817656,-73.953007,Live,2016-09-28,2016-08-05,Manhattanville,1021303.0,NE,"(40.817656, -73.953007)",2016
1323,LINK-010844,Manhattan,40.738278,-74.005671,Live,2019-01-17,2018-08-07,West Village,1007900.0,NW,"(40.73827778, -74.00567121)",2018
1324,LINK-007084,Manhattan,40.756638,-73.986634,Live,2016-12-30,2016-12-18,Midtown-Midtown South,1011900.0,SW,"(40.75663815, -73.98663358)",2016
1325,LINK-000202,Manhattan,40.73857,-73.999932,Live,2016-10-25,2016-09-18,West Village,1007700.0,SW,"(40.73857046, -73.99993241)",2016
1326,LINK-021303,Brooklyn,40.714707,-73.966525,Live,2018-07-27,2018-04-10,North Side-South Side,3055100.0,NE,"(40.71470734, -73.96652497)",2018
1327,LINK-000155,Manhattan,40.754493,-73.986935,Live,2016-08-18,2016-07-23,Midtown-Midtown South,1011300.0,NW,"(40.75449299, -73.98693515)",2016
1328,LINK-010896,Manhattan,40.72765,-73.985119,Live,2017-05-30,2017-04-08,East Village,1003200.0,NE,"(40.72764987, -73.98511899)",2017
1329,LINK-019902,Queens,40.743563,-73.883789,Live,2017-08-31,2017-08-05,Elmhurst,4026902.0,NE,"(40.74356322, -73.88378879)",2017
1330,LINK-000660,Manhattan,40.750133,-73.976794,Live,2017-06-21,2017-04-15,Murray Hill-Kips Bay,1008000.0,NE,"(40.75013253, -73.9767944)",2017
1331,LINK-021926,Brooklyn,40.676475,-73.897167,Live,2018-02-06,2017-09-17,East New York,3119800.0,MIDBLOCK,"(40.67647467, -73.89716745)",2017
1332,LINK-013313,Bronx,40.817141,-73.916208,Live,2016-12-22,2016-10-22,Melrose South-Mott Haven North,2006500.0,SW,"(40.8171412, -73.91620844)",2016
1333,LINK-001821,Queens,40.706507,-73.792368,Live,2016-09-28,2016-08-18,Jamaica,4046000.0,NE,"(40.706507, -73.792368)",2016
1334,LINK-000349,Manhattan,40.758548,-73.968951,Live,2016-04-15,2016-02-15,Turtle Bay-East Midtown,1010000.0,NW,"(40.7585484, -73.96895056)",2016
1335,LINK-018207,Queens,40.742631,-73.952678,Live,2017-03-22,2017-03-04,Hunters Point-Sunnyside-West Maspeth,4000700.0,NE,"(40.74263091, -73.95267766)",2017
1336,LINK-012714,Manhattan,40.738384,-73.980396,Live,2018-01-03,2017-09-28,Gramercy,1006400.0,SE,"(40.73838376, -73.98039603)",2017
1337,LINK-000914,Manhattan,40.80287,-73.93627,Live,2016-06-15,2016-04-23,East Harlem North,1019400.0,SE,"(40.80287, -73.93627)",2016
1338,LINK-000885,Manhattan,40.779635,-73.953537,Live,2016-03-23,2016-02-22,Upper East Side-Carnegie Hill,1014802.0,NW,"(40.779635, -73.953537)",2016
1339,LINK-001159,Queens,40.743823,-73.926455,Live,2017-02-02,2016-11-19,Hunters Point-Sunnyside-West Maspeth,4017900.0,SW,"(40.743823, -73.926455)",2016
1340,LINK-005211,Manhattan,40.818371,-73.952755,Live,2016-07-21,2016-07-14,Manhattanville,1022301.0,NW,"(40.818371, -73.952755)",2016
1341,LINK-013082,Queens,40.763,-73.913259,Live,2017-07-10,2017-05-06,Astoria,4014900.0,SE,"(40.763, -73.913259)",2017
